id,value,cat
12145,6072.5,b
12146,6073.0,a
12147,6073.5,b
12148,6074.0,a
12149,6074.5,b
12150,6075.0,a
12151,6075.5,b
12152,6076.0,a
12153,6076.5,b
12154,6077.0,a
12155,6077.5,b
12156,6078.0,a
12157,6078.5,b
12158,6079.0,a
12159,6079.5,b
12160,6080.0,a
12161,6080.5,b
12162,6081.0,a
12163,6081.5,b
12164,6082.0,a
12165,6082.5,b
12166,6083.0,a
12167,6083.5,b
12168,6084.0,a
12169,6084.5,b
12170,6085.0,a
12171,6085.5,b
12172,6086.0,a
12173,6086.5,b
12174,6087.0,a
12175,6087.5,b
12176,6088.0,a
12177,6088.5,b
12178,6089.0,a
12179,6089.5,b
12180,6090.0,a
12181,6090.5,b
12182,6091.0,a
12183,6091.5,b
12184,6092.0,a
12185,6092.5,b
12186,6093.0,a
12187,6093.5,b
12188,6094.0,a
12189,6094.5,b
12190,6095.0,a
12191,6095.5,b
12192,6096.0,a
12193,6096.5,b
12194,6097.0,a
12195,6097.5,b
12196,6098.0,a
12197,6098.5,b
12198,6099.0,a
12199,6099.5,b
12200,6100.0,a
12201,6100.5,b
12202,6101.0,a
12203,6101.5,b
12204,6102.0,a
12205,6102.5,b
12206,6103.0,a
12207,6103.5,b
12208,6104.0,a
12209,6104.5,b
12210,6105.0,a
12211,6105.5,b
12212,6106.0,a
12213,6106.5,b
12214,6107.0,a
12215,6107.5,b
12216,6108.0,a
12217,6108.5,b
12218,6109.0,a
12219,6109.5,b
12220,6110.0,a
12221,6110.5,b
12222,6111.0,a
12223,6111.5,b
12224,6112.0,a
12225,6112.5,b
12226,6113.0,a
12227,6113.5,b
12228,6114.0,a
12229,6114.5,b
12230,6115.0,a
12231,6115.5,b
12232,6116.0,a
12233,6116.5,b
12234,6117.0,a
12235,6117.5,b
12236,6118.0,a
12237,6118.5,b
12238,6119.0,a
12239,6119.5,b
12240,6120.0,a
12241,6120.5,b
12242,6121.0,a
12243,6121.5,b
12244,6122.0,a
12245,6122.5,b
12246,6123.0,a
12247,6123.5,b
12248,6124.0,a
12249,6124.5,b
12250,6125.0,a
12251,6125.5,b
12252,6126.0,a
12253,6126.5,b
12254,6127.0,a
12255,6127.5,b
12256,6128.0,a
12257,6128.5,b
12258,6129.0,a
12259,6129.5,b
12260,6130.0,a
12261,6130.5,b
12262,6131.0,a
12263,6131.5,b
12264,6132.0,a
12265,6132.5,b
12266,6133.0,a
12267,6133.5,b
12268,6134.0,a
12269,6134.5,b
12270,6135.0,a
12271,6135.5,b
12272,6136.0,a
12273,6136.5,b
12274,6137.0,a
12275,6137.5,b
12276,6138.0,a
12277,6138.5,b
12278,6139.0,a
12279,6139.5,b
12280,6140.0,a
12281,6140.5,b
12282,6141.0,a
12283,6141.5,b
12284,6142.0,a
12285,6142.5,b
12286,6143.0,a
12287,6143.5,b
12288,6144.0,a
12289,6144.5,b
12290,6145.0,a
12291,6145.5,b
12292,6146.0,a
12293,6146.5,b
12294,6147.0,a
12295,6147.5,b
12296,6148.0,a
12297,6148.5,b
12298,6149.0,a
12299,6149.5,b
12300,6150.0,a
12301,6150.5,b
12302,6151.0,a
12303,6151.5,b
12304,6152.0,a
12305,6152.5,b
12306,6153.0,a
12307,6153.5,b
12308,6154.0,a
12309,6154.5,b
12310,6155.0,a
12311,6155.5,b
12312,6156.0,a
12313,6156.5,b
12314,6157.0,a
12315,6157.5,b
12316,6158.0,a
12317,6158.5,b
12318,6159.0,a
12319,6159.5,b
12320,6160.0,a
12321,6160.5,b
12322,6161.0,a
12323,6161.5,b
12324,6162.0,a
12325,6162.5,b
12326,6163.0,a
12327,6163.5,b
12328,6164.0,a
12329,6164.5,b
12330,6165.0,a
12331,6165.5,b
12332,6166.0,a
12333,6166.5,b
12334,6167.0,a
12335,6167.5,b
12336,6168.0,a
12337,6168.5,b
12338,6169.0,a
12339,6169.5,b
12340,6170.0,a
12341,6170.5,b
12342,6171.0,a
12343,6171.5,b
12344,6172.0,a
12345,6172.5,b
12346,6173.0,a
12347,6173.5,b
12348,6174.0,a
12349,6174.5,b
12350,6175.0,a
12351,6175.5,b
12352,6176.0,a
12353,6176.5,b
12354,6177.0,a
12355,6177.5,b
12356,6178.0,a
12357,6178.5,b
12358,6179.0,a
12359,6179.5,b
12360,6180.0,a
12361,6180.5,b
12362,6181.0,a
12363,6181.5,b
12364,6182.0,a
12365,6182.5,b
12366,6183.0,a
12367,6183.5,b
12368,6184.0,a
12369,6184.5,b
12370,6185.0,a
12371,6185.5,b
12372,6186.0,a
12373,6186.5,b
12374,6187.0,a
12375,6187.5,b
12376,6188.0,a
12377,6188.5,b
12378,6189.0,a
12379,6189.5,b
12380,6190.0,a
12381,6190.5,b
12382,6191.0,a
12383,6191.5,b
12384,6192.0,a
12385,6192.5,b
12386,6193.0,a
12387,6193.5,b
12388,6194.0,a
12389,6194.5,b
12390,6195.0,a
12391,6195.5,b
12392,6196.0,a
12393,6196.5,b
12394,6197.0,a
12395,6197.5,b
12396,6198.0,a
12397,6198.5,b
12398,6199.0,a
12399,6199.5,b
12400,6200.0,a
12401,6200.5,b
12402,6201.0,a
12403,6201.5,b
12404,6202.0,a
12405,6202.5,b
12406,6203.0,a
12407,6203.5,b
12408,6204.0,a
12409,6204.5,b
12410,6205.0,a
12411,6205.5,b
12412,6206.0,a
12413,6206.5,b
12414,6207.0,a
12415,6207.5,b
12416,6208.0,a
12417,6208.5,b
12418,6209.0,a
12419,6209.5,b
12420,6210.0,a
12421,6210.5,b
12422,6211.0,a
12423,6211.5,b
12424,6212.0,a
12425,6212.5,b
12426,6213.0,a
12427,6213.5,b
12428,6214.0,a
12429,6214.5,b
12430,6215.0,a
12431,6215.5,b
12432,6216.0,a
12433,6216.5,b
12434,6217.0,a
12435,6217.5,b
12436,6218.0,a
12437,6218.5,b
12438,6219.0,a
12439,6219.5,b
12440,6220.0,a
12441,6220.5,b
12442,6221.0,a
12443,6221.5,b
12444,6222.0,a
12445,6222.5,b
12446,6223.0,a
12447,6223.5,b
12448,6224.0,a
12449,6224.5,b
12450,6225.0,a
12451,6225.5,b
12452,6226.0,a
12453,6226.5,b
12454,6227.0,a
12455,6227.5,b
12456,6228.0,a
12457,6228.5,b
12458,6229.0,a
12459,6229.5,b
12460,6230.0,a
12461,6230.5,b
12462,6231.0,a
12463,6231.5,b
12464,6232.0,a
12465,6232.5,b
12466,6233.0,a
12467,6233.5,b
12468,6234.0,a
12469,6234.5,b
12470,6235.0,a
12471,6235.5,b
12472,6236.0,a
12473,6236.5,b
12474,6237.0,a
12475,6237.5,b
12476,6238.0,a
12477,6238.5,b
12478,6239.0,a
12479,6239.5,b
12480,6240.0,a
12481,6240.5,b
12482,6241.0,a
12483,6241.5,b
12484,6242.0,a
12485,6242.5,b
12486,6243.0,a
12487,6243.5,b
12488,6244.0,a
12489,6244.5,b
12490,6245.0,a
12491,6245.5,b
12492,6246.0,a
12493,6246.5,b
12494,6247.0,a
12495,6247.5,b
12496,6248.0,a
12497,6248.5,b
12498,6249.0,a
12499,6249.5,b
12500,6250.0,a
12501,6250.5,b
12502,6251.0,a
12503,6251.5,b
12504,6252.0,a
12505,6252.5,b
12506,6253.0,a
12507,6253.5,b
12508,6254.0,a
12509,6254.5,b
12510,6255.0,a
12511,6255.5,b
12512,6256.0,a
12513,6256.5,b
12514,6257.0,a
12515,6257.5,b
12516,6258.0,a
12517,6258.5,b
12518,6259.0,a
12519,6259.5,b
12520,6260.0,a
12521,6260.5,b
12522,6261.0,a
12523,6261.5,b
12524,6262.0,a
12525,6262.5,b
12526,6263.0,a
12527,6263.5,b
12528,6264.0,a
12529,6264.5,b
12530,6265.0,a
12531,6265.5,b
12532,6266.0,a
12533,6266.5,b
12534,6267.0,a
12535,6267.5,b
12536,6268.0,a
12537,6268.5,b
12538,6269.0,a
12539,6269.5,b
12540,6270.0,a
12541,6270.5,b
12542,6271.0,a
12543,6271.5,b
12544,6272.0,a
12545,6272.5,b
12546,6273.0,a
12547,6273.5,b
12548,6274.0,a
12549,6274.5,b
12550,6275.0,a
12551,6275.5,b
12552,6276.0,a
12553,6276.5,b
12554,6277.0,a
12555,6277.5,b
12556,6278.0,a
12557,6278.5,b
12558,6279.0,a
12559,6279.5,b
12560,6280.0,a
12561,6280.5,b
12562,6281.0,a
12563,6281.5,b
12564,6282.0,a
12565,6282.5,b
12566,6283.0,a
12567,6283.5,b
12568,6284.0,a
12569,6284.5,b
12570,6285.0,a
12571,6285.5,b
12572,6286.0,a
12573,6286.5,b
12574,6287.0,a
12575,6287.5,b
12576,6288.0,a
12577,6288.5,b
12578,6289.0,a
12579,6289.5,b
12580,6290.0,a
12581,6290.5,b
12582,6291.0,a
12583,6291.5,b
12584,6292.0,a
12585,6292.5,b
12586,6293.0,a
12587,6293.5,b
12588,6294.0,a
12589,6294.5,b
12590,6295.0,a
12591,6295.5,b
12592,6296.0,a
12593,6296.5,b
12594,6297.0,a
12595,6297.5,b
12596,6298.0,a
12597,6298.5,b
12598,6299.0,a
12599,6299.5,b
12600,6300.0,a
12601,6300.5,b
12602,6301.0,a
12603,6301.5,b
12604,6302.0,a
12605,6302.5,b
12606,6303.0,a
12607,6303.5,b
12608,6304.0,a
12609,6304.5,b
12610,6305.0,a
12611,6305.5,b
12612,6306.0,a
12613,6306.5,b
12614,6307.0,a
12615,6307.5,b
12616,6308.0,a
12617,6308.5,b
12618,6309.0,a
12619,6309.5,b
12620,6310.0,a
12621,6310.5,b
12622,6311.0,a
12623,6311.5,b
12624,6312.0,a
12625,6312.5,b
12626,6313.0,a
12627,6313.5,b
12628,6314.0,a
12629,6314.5,b
12630,6315.0,a
12631,6315.5,b
12632,6316.0,a
12633,6316.5,b
12634,6317.0,a
12635,6317.5,b
12636,6318.0,a
12637,6318.5,b
12638,6319.0,a
12639,6319.5,b
12640,6320.0,a
12641,6320.5,b
12642,6321.0,a
12643,6321.5,b
12644,6322.0,a
12645,6322.5,b
12646,6323.0,a
12647,6323.5,b
12648,6324.0,a
12649,6324.5,b
12650,6325.0,a
12651,6325.5,b
12652,6326.0,a
12653,6326.5,b
12654,6327.0,a
12655,6327.5,b
12656,6328.0,a
12657,6328.5,b
12658,6329.0,a
12659,6329.5,b
12660,6330.0,a
12661,6330.5,b
12662,6331.0,a
12663,6331.5,b
12664,6332.0,a
12665,6332.5,b
12666,6333.0,a
12667,6333.5,b
12668,6334.0,a
12669,6334.5,b
12670,6335.0,a
12671,6335.5,b
12672,6336.0,a
12673,6336.5,b
12674,6337.0,a
12675,6337.5,b
12676,6338.0,a
12677,6338.5,b
12678,6339.0,a
12679,6339.5,b
12680,6340.0,a
12681,6340.5,b
12682,6341.0,a
12683,6341.5,b
12684,6342.0,a
12685,6342.5,b
12686,6343.0,a
12687,6343.5,b
12688,6344.0,a
12689,6344.5,b
12690,6345.0,a
12691,6345.5,b
12692,6346.0,a
12693,6346.5,b
12694,6347.0,a
12695,6347.5,b
12696,6348.0,a
12697,6348.5,b
12698,6349.0,a
12699,6349.5,b
12700,6350.0,a
12701,6350.5,b
12702,6351.0,a
12703,6351.5,b
12704,6352.0,a
12705,6352.5,b
12706,6353.0,a
12707,6353.5,b
12708,6354.0,a
12709,6354.5,b
12710,6355.0,a
12711,6355.5,b
12712,6356.0,a
12713,6356.5,b
12714,6357.0,a
12715,6357.5,b
12716,6358.0,a
12717,6358.5,b
12718,6359.0,a
12719,6359.5,b
12720,6360.0,a
12721,6360.5,b
12722,6361.0,a
12723,6361.5,b
12724,6362.0,a
12725,6362.5,b
12726,6363.0,a
12727,6363.5,b
12728,6364.0,a
12729,6364.5,b
12730,6365.0,a
12731,6365.5,b
12732,6366.0,a
12733,6366.5,b
12734,6367.0,a
12735,6367.5,b
12736,6368.0,a
12737,6368.5,b
12738,6369.0,a
12739,6369.5,b
12740,6370.0,a
12741,6370.5,b
12742,6371.0,a
12743,6371.5,b
12744,6372.0,a
12745,6372.5,b
12746,6373.0,a
12747,6373.5,b
12748,6374.0,a
12749,6374.5,b
12750,6375.0,a
12751,6375.5,b
12752,6376.0,a
12753,6376.5,b
12754,6377.0,a
12755,6377.5,b
12756,6378.0,a
12757,6378.5,b
12758,6379.0,a
12759,6379.5,b
12760,6380.0,a
12761,6380.5,b
12762,6381.0,a
12763,6381.5,b
12764,6382.0,a
12765,6382.5,b
12766,6383.0,a
12767,6383.5,b
12768,6384.0,a
12769,6384.5,b
12770,6385.0,a
12771,6385.5,b
12772,6386.0,a
12773,6386.5,b
12774,6387.0,a
12775,6387.5,b
12776,6388.0,a
12777,6388.5,b
12778,6389.0,a
12779,6389.5,b
12780,6390.0,a
12781,6390.5,b
12782,6391.0,a
12783,6391.5,b
12784,6392.0,a
12785,6392.5,b
12786,6393.0,a
12787,6393.5,b
12788,6394.0,a
12789,6394.5,b
12790,6395.0,a
12791,6395.5,b
12792,6396.0,a
12793,6396.5,b
12794,6397.0,a
12795,6397.5,b
12796,6398.0,a
12797,6398.5,b
12798,6399.0,a
12799,6399.5,b
12800,6400.0,a
12801,6400.5,b
12802,6401.0,a
12803,6401.5,b
12804,6402.0,a
12805,6402.5,b
12806,6403.0,a
12807,6403.5,b
12808,6404.0,a
12809,6404.5,b
12810,6405.0,a
12811,6405.5,b
12812,6406.0,a
12813,6406.5,b
12814,6407.0,a
12815,6407.5,b
12816,6408.0,a
12817,6408.5,b
12818,6409.0,a
12819,6409.5,b
12820,6410.0,a
12821,6410.5,b
12822,6411.0,a
12823,6411.5,b
12824,6412.0,a
12825,6412.5,b
12826,6413.0,a
12827,6413.5,b
12828,6414.0,a
12829,6414.5,b
12830,6415.0,a
12831,6415.5,b
12832,6416.0,a
12833,6416.5,b
12834,6417.0,a
12835,6417.5,b
12836,6418.0,a
12837,6418.5,b
12838,6419.0,a
12839,6419.5,b
12840,6420.0,a
12841,6420.5,b
12842,6421.0,a
12843,6421.5,b
12844,6422.0,a
12845,6422.5,b
12846,6423.0,a
12847,6423.5,b
12848,6424.0,a
12849,6424.5,b
12850,6425.0,a
12851,6425.5,b
12852,6426.0,a
12853,6426.5,b
12854,6427.0,a
12855,6427.5,b
12856,6428.0,a
12857,6428.5,b
12858,6429.0,a
12859,6429.5,b
12860,6430.0,a
12861,6430.5,b
12862,6431.0,a
12863,6431.5,b
12864,6432.0,a
12865,6432.5,b
12866,6433.0,a
12867,6433.5,b
12868,6434.0,a
12869,6434.5,b
12870,6435.0,a
12871,6435.5,b
12872,6436.0,a
12873,6436.5,b
12874,6437.0,a
12875,6437.5,b
12876,6438.0,a
12877,6438.5,b
12878,6439.0,a
12879,6439.5,b
12880,6440.0,a
12881,6440.5,b
12882,6441.0,a
12883,6441.5,b
12884,6442.0,a
12885,6442.5,b
12886,6443.0,a
12887,6443.5,b
12888,6444.0,a
12889,6444.5,b
12890,6445.0,a
12891,6445.5,b
12892,6446.0,a
12893,6446.5,b
12894,6447.0,a
12895,6447.5,b
12896,6448.0,a
12897,6448.5,b
12898,6449.0,a
12899,6449.5,b
12900,6450.0,a
12901,6450.5,b
12902,6451.0,a
12903,6451.5,b
12904,6452.0,a
12905,6452.5,b
12906,6453.0,a
12907,6453.5,b
12908,6454.0,a
12909,6454.5,b
12910,6455.0,a
12911,6455.5,b
12912,6456.0,a
12913,6456.5,b
12914,6457.0,a
12915,6457.5,b
12916,6458.0,a
12917,6458.5,b
12918,6459.0,a
12919,6459.5,b
12920,6460.0,a
12921,6460.5,b
12922,6461.0,a
12923,6461.5,b
12924,6462.0,a
12925,6462.5,b
12926,6463.0,a
12927,6463.5,b
12928,6464.0,a
12929,6464.5,b
12930,6465.0,a
12931,6465.5,b
12932,6466.0,a
12933,6466.5,b
12934,6467.0,a
12935,6467.5,b
12936,6468.0,a
12937,6468.5,b
12938,6469.0,a
12939,6469.5,b
12940,6470.0,a
12941,6470.5,b
12942,6471.0,a
12943,6471.5,b
12944,6472.0,a
12945,6472.5,b
12946,6473.0,a
12947,6473.5,b
12948,6474.0,a
12949,6474.5,b
12950,6475.0,a
12951,6475.5,b
12952,6476.0,a
12953,6476.5,b
12954,6477.0,a
12955,6477.5,b
12956,6478.0,a
12957,6478.5,b
12958,6479.0,a
12959,6479.5,b
12960,6480.0,a
12961,6480.5,b
12962,6481.0,a
12963,6481.5,b
12964,6482.0,a
12965,6482.5,b
12966,6483.0,a
12967,6483.5,b
12968,6484.0,a
12969,6484.5,b
12970,6485.0,a
12971,6485.5,b
12972,6486.0,a
12973,6486.5,b
12974,6487.0,a
12975,6487.5,b
12976,6488.0,a
12977,6488.5,b
12978,6489.0,a
12979,6489.5,b
12980,6490.0,a
12981,6490.5,b
12982,6491.0,a
12983,6491.5,b
12984,6492.0,a
12985,6492.5,b
12986,6493.0,a
12987,6493.5,b
12988,6494.0,a
12989,6494.5,b
12990,6495.0,a
12991,6495.5,b
12992,6496.0,a
12993,6496.5,b
12994,6497.0,a
12995,6497.5,b
12996,6498.0,a
12997,6498.5,b
12998,6499.0,a
12999,6499.5,b
13000,6500.0,a
13001,6500.5,b
13002,6501.0,a
13003,6501.5,b
13004,6502.0,a
13005,6502.5,b
13006,6503.0,a
13007,6503.5,b
13008,6504.0,a
13009,6504.5,b
13010,6505.0,a
13011,6505.5,b
13012,6506.0,a
13013,6506.5,b
13014,6507.0,a
13015,6507.5,b
13016,6508.0,a
13017,6508.5,b
13018,6509.0,a
13019,6509.5,b
13020,6510.0,a
13021,6510.5,b
13022,6511.0,a
13023,6511.5,b
13024,6512.0,a
13025,6512.5,b
13026,6513.0,a
13027,6513.5,b
13028,6514.0,a
13029,6514.5,b
13030,6515.0,a
13031,6515.5,b
13032,6516.0,a
13033,6516.5,b
13034,6517.0,a
13035,6517.5,b
13036,6518.0,a
13037,6518.5,b
13038,6519.0,a
13039,6519.5,b
13040,6520.0,a
13041,6520.5,b
13042,6521.0,a
13043,6521.5,b
13044,6522.0,a
13045,6522.5,b
13046,6523.0,a
13047,6523.5,b
13048,6524.0,a
13049,6524.5,b
13050,6525.0,a
13051,6525.5,b
13052,6526.0,a
13053,6526.5,b
13054,6527.0,a
13055,6527.5,b
13056,6528.0,a
13057,6528.5,b
13058,6529.0,a
13059,6529.5,b
13060,6530.0,a
13061,6530.5,b
13062,6531.0,a
13063,6531.5,b
13064,6532.0,a
13065,6532.5,b
13066,6533.0,a
13067,6533.5,b
13068,6534.0,a
13069,6534.5,b
13070,6535.0,a
13071,6535.5,b
13072,6536.0,a
13073,6536.5,b
13074,6537.0,a
13075,6537.5,b
13076,6538.0,a
13077,6538.5,b
13078,6539.0,a
13079,6539.5,b
13080,6540.0,a
13081,6540.5,b
13082,6541.0,a
13083,6541.5,b
13084,6542.0,a
13085,6542.5,b
13086,6543.0,a
13087,6543.5,b
13088,6544.0,a
13089,6544.5,b
13090,6545.0,a
13091,6545.5,b
13092,6546.0,a
13093,6546.5,b
13094,6547.0,a
13095,6547.5,b
13096,6548.0,a
13097,6548.5,b
13098,6549.0,a
13099,6549.5,b
13100,6550.0,a
13101,6550.5,b
13102,6551.0,a
13103,6551.5,b
13104,6552.0,a
13105,6552.5,b
13106,6553.0,a
13107,6553.5,b
13108,6554.0,a
13109,6554.5,b
13110,6555.0,a
13111,6555.5,b
13112,6556.0,a
13113,6556.5,b
13114,6557.0,a
13115,6557.5,b
13116,6558.0,a
13117,6558.5,b
13118,6559.0,a
13119,6559.5,b
13120,6560.0,a
13121,6560.5,b
13122,6561.0,a
13123,6561.5,b
13124,6562.0,a
13125,6562.5,b
13126,6563.0,a
13127,6563.5,b
13128,6564.0,a
13129,6564.5,b
13130,6565.0,a
13131,6565.5,b
13132,6566.0,a
13133,6566.5,b
13134,6567.0,a
13135,6567.5,b
13136,6568.0,a
13137,6568.5,b
13138,6569.0,a
13139,6569.5,b
13140,6570.0,a
13141,6570.5,b
13142,6571.0,a
13143,6571.5,b
13144,6572.0,a
13145,6572.5,b
13146,6573.0,a
13147,6573.5,b
13148,6574.0,a
13149,6574.5,b
13150,6575.0,a
13151,6575.5,b
13152,6576.0,a
13153,6576.5,b
13154,6577.0,a
13155,6577.5,b
13156,6578.0,a
13157,6578.5,b
13158,6579.0,a
13159,6579.5,b
13160,6580.0,a
13161,6580.5,b
13162,6581.0,a
13163,6581.5,b
13164,6582.0,a
13165,6582.5,b
13166,6583.0,a
13167,6583.5,b
13168,6584.0,a
13169,6584.5,b
13170,6585.0,a
13171,6585.5,b
13172,6586.0,a
13173,6586.5,b
13174,6587.0,a
13175,6587.5,b
13176,6588.0,a
13177,6588.5,b
13178,6589.0,a
13179,6589.5,b
13180,6590.0,a
13181,6590.5,b
13182,6591.0,a
13183,6591.5,b
13184,6592.0,a
13185,6592.5,b
13186,6593.0,a
13187,6593.5,b
13188,6594.0,a
13189,6594.5,b
13190,6595.0,a
13191,6595.5,b
13192,6596.0,a
13193,6596.5,b
13194,6597.0,a
13195,6597.5,b
13196,6598.0,a
13197,6598.5,b
13198,6599.0,a
13199,6599.5,b
13200,6600.0,a
13201,6600.5,b
13202,6601.0,a
13203,6601.5,b
13204,6602.0,a
13205,6602.5,b
13206,6603.0,a
13207,6603.5,b
13208,6604.0,a
13209,6604.5,b
13210,6605.0,a
13211,6605.5,b
13212,6606.0,a
13213,6606.5,b
13214,6607.0,a
13215,6607.5,b
13216,6608.0,a
13217,6608.5,b
13218,6609.0,a
13219,6609.5,b
13220,6610.0,a
13221,6610.5,b
13222,6611.0,a
13223,6611.5,b
13224,6612.0,a
13225,6612.5,b
13226,6613.0,a
13227,6613.5,b
13228,6614.0,a
13229,6614.5,b
13230,6615.0,a
13231,6615.5,b
13232,6616.0,a
13233,6616.5,b
13234,6617.0,a
13235,6617.5,b
13236,6618.0,a
13237,6618.5,b
13238,6619.0,a
13239,6619.5,b
13240,6620.0,a
13241,6620.5,b
13242,6621.0,a
13243,6621.5,b
13244,6622.0,a
13245,6622.5,b
13246,6623.0,a
13247,6623.5,b
13248,6624.0,a
13249,6624.5,b
13250,6625.0,a
13251,6625.5,b
13252,6626.0,a
13253,6626.5,b
13254,6627.0,a
13255,6627.5,b
13256,6628.0,a
13257,6628.5,b
13258,6629.0,a
13259,6629.5,b
13260,6630.0,a
13261,6630.5,b
13262,6631.0,a
13263,6631.5,b
13264,6632.0,a
13265,6632.5,b
13266,6633.0,a
13267,6633.5,b
13268,6634.0,a
13269,6634.5,b
13270,6635.0,a
13271,6635.5,b
13272,6636.0,a
13273,6636.5,b
13274,6637.0,a
13275,6637.5,b
13276,6638.0,a
13277,6638.5,b
13278,6639.0,a
13279,6639.5,b
13280,6640.0,a
13281,6640.5,b
13282,6641.0,a
13283,6641.5,b
13284,6642.0,a
13285,6642.5,b
13286,6643.0,a
13287,6643.5,b
13288,6644.0,a
13289,6644.5,b
13290,6645.0,a
13291,6645.5,b
13292,6646.0,a
13293,6646.5,b
13294,6647.0,a
13295,6647.5,b
13296,6648.0,a
13297,6648.5,b
13298,6649.0,a
13299,6649.5,b
13300,6650.0,a
13301,6650.5,b
13302,6651.0,a
13303,6651.5,b
13304,6652.0,a
13305,6652.5,b
13306,6653.0,a
13307,6653.5,b
13308,6654.0,a
13309,6654.5,b
13310,6655.0,a
13311,6655.5,b
13312,6656.0,a
13313,6656.5,b
13314,6657.0,a
13315,6657.5,b
13316,6658.0,a
13317,6658.5,b
13318,6659.0,a
13319,6659.5,b
13320,6660.0,a
13321,6660.5,b
13322,6661.0,a
13323,6661.5,b
13324,6662.0,a
13325,6662.5,b
13326,6663.0,a
13327,6663.5,b
13328,6664.0,a
13329,6664.5,b
13330,6665.0,a
13331,6665.5,b
13332,6666.0,a
13333,6666.5,b
13334,6667.0,a
13335,6667.5,b
13336,6668.0,a
13337,6668.5,b
13338,6669.0,a
13339,6669.5,b
13340,6670.0,a
13341,6670.5,b
13342,6671.0,a
13343,6671.5,b
13344,6672.0,a
13345,6672.5,b
13346,6673.0,a
13347,6673.5,b
13348,6674.0,a
13349,6674.5,b
13350,6675.0,a
13351,6675.5,b
13352,6676.0,a
13353,6676.5,b
13354,6677.0,a
13355,6677.5,b
13356,6678.0,a
13357,6678.5,b
13358,6679.0,a
13359,6679.5,b
13360,6680.0,a
13361,6680.5,b
13362,6681.0,a
13363,6681.5,b
13364,6682.0,a
13365,6682.5,b
13366,6683.0,a
13367,6683.5,b
13368,6684.0,a
13369,6684.5,b
13370,6685.0,a
13371,6685.5,b
13372,6686.0,a
13373,6686.5,b
13374,6687.0,a
13375,6687.5,b
13376,6688.0,a
13377,6688.5,b
13378,6689.0,a
13379,6689.5,b
13380,6690.0,a
13381,6690.5,b
13382,6691.0,a
13383,6691.5,b
13384,6692.0,a
13385,6692.5,b
13386,6693.0,a
13387,6693.5,b
13388,6694.0,a
13389,6694.5,b
13390,6695.0,a
13391,6695.5,b
13392,6696.0,a
13393,6696.5,b
13394,6697.0,a
13395,6697.5,b
13396,6698.0,a
13397,6698.5,b
13398,6699.0,a
13399,6699.5,b
13400,6700.0,a
13401,6700.5,b
13402,6701.0,a
13403,6701.5,b
13404,6702.0,a
13405,6702.5,b
13406,6703.0,a
13407,6703.5,b
13408,6704.0,a
13409,6704.5,b
13410,6705.0,a
13411,6705.5,b
13412,6706.0,a
13413,6706.5,b
13414,6707.0,a
13415,6707.5,b
13416,6708.0,a
13417,6708.5,b
13418,6709.0,a
13419,6709.5,b
13420,6710.0,a
13421,6710.5,b
13422,6711.0,a
13423,6711.5,b
13424,6712.0,a
13425,6712.5,b
13426,6713.0,a
13427,6713.5,b
13428,6714.0,a
13429,6714.5,b
13430,6715.0,a
13431,6715.5,b
13432,6716.0,a
13433,6716.5,b
13434,6717.0,a
13435,6717.5,b
13436,6718.0,a
13437,6718.5,b
13438,6719.0,a
13439,6719.5,b
13440,6720.0,a
13441,6720.5,b
13442,6721.0,a
13443,6721.5,b
13444,6722.0,a
13445,6722.5,b
13446,6723.0,a
13447,6723.5,b
13448,6724.0,a
13449,6724.5,b
13450,6725.0,a
13451,6725.5,b
13452,6726.0,a
13453,6726.5,b
13454,6727.0,a
13455,6727.5,b
13456,6728.0,a
13457,6728.5,b
13458,6729.0,a
13459,6729.5,b
13460,6730.0,a
13461,6730.5,b
13462,6731.0,a
13463,6731.5,b
13464,6732.0,a
13465,6732.5,b
13466,6733.0,a
13467,6733.5,b
13468,6734.0,a
13469,6734.5,b
13470,6735.0,a
13471,6735.5,b
13472,6736.0,a
13473,6736.5,b
13474,6737.0,a
13475,6737.5,b
13476,6738.0,a
13477,6738.5,b
13478,6739.0,a
13479,6739.5,b
13480,6740.0,a
13481,6740.5,b
13482,6741.0,a
13483,6741.5,b
13484,6742.0,a
13485,6742.5,b
13486,6743.0,a
13487,6743.5,b
13488,6744.0,a
13489,6744.5,b
13490,6745.0,a
13491,6745.5,b
13492,6746.0,a
13493,6746.5,b
13494,6747.0,a
13495,6747.5,b
13496,6748.0,a
13497,6748.5,b
13498,6749.0,a
13499,6749.5,b
13500,6750.0,a
13501,6750.5,b
13502,6751.0,a
13503,6751.5,b
13504,6752.0,a
13505,6752.5,b
13506,6753.0,a
13507,6753.5,b
13508,6754.0,a
13509,6754.5,b
13510,6755.0,a
13511,6755.5,b
13512,6756.0,a
13513,6756.5,b
13514,6757.0,a
13515,6757.5,b
13516,6758.0,a
13517,6758.5,b
13518,6759.0,a
13519,6759.5,b
13520,6760.0,a
13521,6760.5,b
13522,6761.0,a
13523,6761.5,b
13524,6762.0,a
13525,6762.5,b
13526,6763.0,a
13527,6763.5,b
13528,6764.0,a
13529,6764.5,b
13530,6765.0,a
13531,6765.5,b
13532,6766.0,a
13533,6766.5,b
13534,6767.0,a
13535,6767.5,b
13536,6768.0,a
13537,6768.5,b
13538,6769.0,a
13539,6769.5,b
13540,6770.0,a
13541,6770.5,b
13542,6771.0,a
13543,6771.5,b
